Date,Time,Latitude,Longitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Propultion Work (J),Braking Work (J),Offload Work (J),Energy Consumption (kWh),Displacement (m),Slope Angle (rad),DateTime,Velocity,ElevChange,DeltaT,DeltaV,Acceleration,Coordinates,Total Resistive Force,Wheel_Omega,Motor_rpm_gear_SG,Motor_torque_gear_SG,Motor_efficiency_gear_SG,Drivetrain_efficiency_gear_SG,Powertrain_efficiency_gear_SG
12/4/2022,8:27:41,-33.89281,18.95898,48.84,190.88,1,9,0.212,0.32,1.0,24404.588235191502,0.0,100.0,0.0068068300653309,13.61465822567931,-0.0514378522406945,2022-12-04 08:27:41,13.566666666666666,0.0,1.0,0.6833333333333318,0.6833333333333318,"(-33.89281, 18.95898)",2978.305240751301,48.45238095238095,5711.067589767357,46.32828697128019,0.8542221099090518,0.7954516287473089,0.7717471702106391
12/4/2022,8:27:42,-33.89293,18.95895,51.3,190.91,1,9,0.168,0.304,1.024,581.3696891463022,0.0,100.0,0.0001892693580961,14.70602840511164,-0.0544263262535845,2022-12-04 08:27:42,14.249999999999998,0.0,1.0,0.3027777777777789,0.3027777777777789,"(-33.89293, 18.95895)",1847.71959899921,50.89285714285713,5998.725785320748,32.40136325997061,0.77877196196856,0.7251924509851231,0.7035817159457664
12/4/2022,8:27:43,-33.89306,18.95892,52.39,191.55,1,9,0.208,0.292,1.0,46931.71684775595,0.0,200.0,0.013092143568821,30.47173675718732,-0.0295398621685914,2022-12-04 08:27:43,14.552777777777775,0.0,2.0,0.8388888888888886,0.4194444444444443,"(-33.89306, 18.95892)",1441.0343072084506,51.97420634920634,6126.184091480585,4.576315292688485,0.3190918517281403,0.2971383323292442,0.2882836100258327
12/4/2022,8:27:45,-33.89333,18.95886,55.41,191.93,1,9,0.192,0.282,0.964,150393.26819487978,0.0,200.0,0.0418314633874666,31.794939183074938,0.0660963627829503,2022-12-04 08:27:45,15.391666666666666,0.0,2.0,0.4638888888888886,0.2319444444444443,"(-33.89333, 18.95886)",-2127.752518100266,54.97023809523809,6479.325453501417,-40.47436435602254,1.0,0.9312,0.90345024
12/4/2022,8:27:47,-33.89361,18.95879,57.08,193.45,1,9,0.394,0.362,1.014,108074.92342122267,0.0,100.0,0.0300485898392285,16.974567867146163,0.1121672143489184,2022-12-04 08:27:47,15.855555555555554,0.0,1.0,0.2250000000000014,0.2250000000000014,"(-33.89361, 18.95879)",-3577.681585750648,56.62698412698412,6674.605610645387,-68.05508949921995,1.0,0.9312,0.90345024
12/4/2022,8:27:48,-33.89376,18.95876,57.89,192.1,1,9,0.284,0.316,0.9,91143.36644156538,0.0,100.0,0.0253453795671014,16.07624157361156,0.1184637135267183,2022-12-04 08:27:48,16.080555555555556,0.0,1.0,-0.1027777777777778,-0.1027777777777778,"(-33.89376, 18.95876)",-4815.851213168473,57.43055555555555,6769.322333571504,-91.60770109683818,1.0,0.9312,0.90345024
12/4/2022,8:27:49,-33.8939,18.95872,57.52,191.86,1,9,0.128,0.172,0.544,205608.5150099381,0.0,200.0,0.057169031947205,33.0314528686099,0.1152971461570241,2022-12-04 08:27:49,15.977777777777778,0.0,2.0,0.2111111111111121,0.105555555555556,"(-33.8939, 18.95872)",-4055.588220887063,57.063492063492056,6726.05667001266,-77.14588700227827,1.0,0.9312,0.90345024
12/4/2022,8:27:51,-33.89419,18.95865,58.28,192.06,1,9,0.228,0.228,0.784,179919.62286060094,0.0,200.0,0.0500332285723891,33.97817637658045,0.0677423073318169,2022-12-04 08:27:51,16.18888888888889,0.0,2.0,0.7305555555555543,0.3652777777777771,"(-33.89419, 18.95865)",-1777.5713754993542,57.81746031746032,6814.926681647043,-33.81317653663644,1.0,0.9312,0.90345024
12/4/2022,8:27:53,-33.89449,18.95858,60.91,191.24,1,9,0.246,0.266,0.9,73551.48990381148,0.0,100.0,0.0204587471955031,18.344369859775423,0.0218067836183098,2022-12-04 08:27:53,16.919444444444444,0.0,1.0,0.530555555555555,0.530555555555555,"(-33.89449, 18.95858)",142.07548803941398,60.4265873015873,7122.463695592337,-8.584394734311317,1.0,0.9312,0.90345024
12/4/2022,8:27:54,-33.89465,18.95853,62.82,191.04,1,9,0.208,0.276,1.072,5165.761460859114,0.0,100.0,0.0014627115169053,17.96291342252802,0.0,2022-12-04 08:27:54,17.45,0.0,1.0,-0.1944444444444464,-0.1944444444444464,"(-33.89465, 18.95853)",-1498.4396863006411,62.32142857142856,7345.808066936637,-28.50349996671856,1.0,0.9312,0.90345024
12/4/2022,8:27:55,-33.89481,18.9585,62.12,191.72,1,9,0.164,0.272,1.008,0.0,-8619.474854776048,100.0,-0.0023665207929933,17.044501097096656,0.0,2022-12-04 08:27:55,17.255555555555553,0.0,1.0,-0.4583333333333321,-0.4583333333333321,"(-33.89481, 18.9585)",-2329.1600936564137,61.62698412698411,7263.954108852336,-44.30556348645568,1.0,0.9312,0.90345024
12/4/2022,8:27:56,-33.89496,18.95846,60.47,193.17,1,9,0.116,0.184,0.924,0.0,-2148.6526596083304,100.0,-0.0005690701832245,16.20295005410914,0.0,2022-12-04 08:27:56,16.79722222222222,0.0,1.0,-0.3083333333333335,-0.3083333333333335,"(-33.89496, 18.95846)",-1840.1046304521665,59.99007936507935,7071.012636225063,-35.00269163474942,1.0,0.9312,0.90345024
12/4/2022,8:27:57,-33.8951,18.95841,59.36,195.11,1,9,0.04,0.26,0.968,0.0,-23524.73143013141,100.0,-0.0065068698417031,16.205725270722017,0.0185130336528658,2022-12-04 08:27:57,16.488888888888887,0.0,1.0,-1.0,-1.0,"(-33.8951, 18.95841)",-4595.845097066445,58.88888888888888,6941.215645548531,-87.42271829084098,1.0,0.9312,0.90345024
12/4/2022,8:27:58,-33.89524,18.95836,55.76,197.71,1,9,0.024,0.308,1.02,0.0,-78541.43753262123,200.0,-0.0217615104257281,29.21502090152378,0.017115319331771,2022-12-04 08:27:58,15.488888888888887,0.0,2.0,-2.833333333333332,-1.416666666666666,"(-33.89524, 18.95836)",-5845.854034341151,55.31746031746031,6520.252432543566,-111.20053866475952,1.0,0.9312,0.90345024
12/4/2022,8:28:00,-33.89548,18.95823,45.56,203.8,1,9,-0.054,0.302,0.962,0.0,-43951.156700622414,200.0,-0.0121530990835062,22.49787167667981,0.0890148047889015,2022-12-04 08:28:00,12.655555555555557,0.0,2.0,-3.575000000000001,-1.7875000000000003,"(-33.89548, 18.95823)",-9168.163489247432,45.19841269841269,5327.523329029498,-174.39790877121985,1.0,0.9312,0.90345024
12/4/2022,8:28:02,-33.89566,18.95812,32.69,205.01,1,9,-0.036,0.372,0.978,0.0,-16558.49036061388,200.0,-0.0045440251001705,13.524477370940216,0.1334881050735234,2022-12-04 08:28:02,9.080555555555554,0.0,2.0,-3.7555555555555538,-1.8777777777777769,"(-33.89566, 18.95812)",-10749.622787110586,32.43055555555555,3822.5798425367498,-204.48061777587515,1.0,0.9312,0.90345024
12/4/2022,8:28:04,-33.89577,18.95806,19.17,203.2,1,9,0.002,0.358,0.96,0.0,-24437.791418280933,200.0,-0.0067327198384113,5.790908237024511,0.0691288391650444,2022-12-04 08:28:04,5.325,0.0,2.0,-3.5694444444444446,-1.7847222222222223,"(-33.89577, 18.95806)",-8433.481492902174,19.017857142857142,2241.629109251438,-160.4226994586081,1.0,0.9312,0.90345024
12/4/2022,8:28:06,-33.89581,18.95802,6.32,191.38,2,9,0.064,0.346,0.958,0.0,-2438.423622192197,200.0,-0.0006217843394978,1.109205055649611,0.0,2022-12-04 08:28:06,1.7555555555555555,0.0,2.0,-0.9416666666666668,-0.4708333333333333,"(-33.89581, 18.95802)",-2113.320462072744,6.269841269841269,739.0243072753827,-40.19983605017145,1.0,0.9312,0.90345024
12/4/2022,8:28:08,-33.89582,18.95802,2.93,151.62,2,9,0.168,0.324,0.954,94.87354678134407,0.0,100.0,5.413154077259558e-05,0.0,0.0,2022-12-04 08:28:08,0.8138888888888889,0.0,1.0,-0.1694444444444445,-0.1694444444444445,"(-33.89582, 18.95802)",-1155.7708354040933,2.906746031746032,342.6172816957076,-21.98521186381952,1.0,0.9312,0.90345024
12/4/2022,8:28:09,-33.89582,18.95802,2.32,151.62,2,9,0.188,0.312,0.96,43.94207144910852,0.0,100.0,3.998390873586348e-05,0.0,0.0,2022-12-04 08:28:09,0.6444444444444444,0.0,1.0,-0.1805555555555555,-0.1805555555555555,"(-33.89582, 18.95802)",-1190.7806422269389,2.301587301587301,271.2874039365328,-22.6511726206875,1.0,0.9312,0.90345024
12/4/2022,8:28:10,-33.89582,18.95802,1.67,151.62,2,9,0.184,0.316,0.956,292.0233277157752,0.0,200.0,0.0001366731465877,1.444269069218561,0.0,2022-12-04 08:28:10,0.4638888888888888,0.0,2.0,-0.2472222222222221,-0.123611111111111,"(-33.89582, 18.95802)",-1010.0839655442288,1.6567460317460314,195.2801571439698,-19.21393870003012,1.0,0.9312,0.90345024
12/4/2022,8:28:12,-33.89581,18.95803,0.78,151.62,2,9,0.19,0.312,0.96,0.0,-6.097141740444453,100.0,2.6084127294320985e-05,0.0,0.0,2022-12-04 08:28:12,0.2166666666666666,0.0,1.0,-0.0111111111111111,-0.0111111111111111,"(-33.89581, 18.95803)",-35.264734861179186,0.7738095238095237,91.20869615107571,-0.6708100286795838,1.0,0.9312,0.90345024
12/4/2022,8:28:13,-33.89581,18.95803,0.74,151.62,2,9,0.18,0.316,0.956,0.0,-21.70218023486419,200.0,4.952717215698217e-05,1.44426913908161,0.0,2022-12-04 08:28:13,0.2055555555555555,0.0,2.0,-0.0416666666666666,-0.0208333333333333,"(-33.89581, 18.95803)",-66.08169942498866,0.7341269841269841,86.53132711768724,-1.2570140357207276,1.0,0.9312,0.90345024
12/4/2022,8:28:15,-33.8958,18.95802,0.59,151.62,2,9,0.184,0.32,0.954,0.0,-2.303223466716053,200.0,5.491577125924554e-05,0.9249743738566468,0.0,2022-12-04 08:28:15,0.1638888888888889,0.0,2.0,-0.0055555555555555,-0.0027777777777777,"(-33.8958, 18.95802)",-8.829295026405909,0.5853174603174602,68.99119324248035,-0.1679519121070689,1.0,0.9312,0.90345024
12/4/2022,8:28:17,-33.8958,18.95803,0.57,151.62,2,9,0.186,0.314,0.956,0.0,-3.342592214,100.0,2.6849279940555552e-05,0.0,0.0,2022-12-04 08:28:17,0.1583333333333333,0.0,1.0,-0.0083333333333333,-0.0083333333333333,"(-33.8958, 18.95803)",-26.439761215884342,0.5654761904761904,66.6525087257861,-0.5029403184038476,1.0,0.9312,0.90345024
12/4/2022,8:28:18,-33.8958,18.95803,0.54,151.62,2,9,0.18,0.324,0.96,0.0,-4.223129871999996,100.0,2.6604686146666667e-05,0.0,0.0,2022-12-04 08:28:18,0.15,0.0,1.0,-0.0111111111111111,-0.0111111111111111,"(-33.8958, 18.95803)",-35.2435427011791,0.5357142857142857,63.14448195074474,-0.670406908862764,1.0,0.9312,0.90345024
12/4/2022,8:28:19,-33.8958,18.95803,0.5,151.62,2,9,0.188,0.32,0.952,0.0,-48.8974938271605,200.0,4.1972918381344304e-05,1.1092050519734424,0.0,2022-12-04 08:28:19,0.1388888888888889,0.0,2.0,-0.1388888888888889,-0.0694444444444444,"(-33.8958, 18.95803)",-220.1669503684807,0.496031746031746,58.46711291735623,-4.188042214761135,1.0,0.9312,0.90345024
12/4/2022,8:28:21,-33.89579,18.95803,0.41,151.62,2,9,0.18,0.318,0.958,0.0,0.0,100.0,2.777777777777778e-05,0.0,0.0,2022-12-04 08:28:21,0.0,0.0,1.0,0.0,0.0,"(-33.89579, 18.95803)",0.0,0.0,0.0,-0.6980070357935223,1.0,0.9312,0.90345024
12/4/2022,8:28:22,-33.89579,18.95803,0.37,151.62,2,9,0.192,0.316,0.956,0.0,0.0,200.0,5.555555555555556e-05,0.0,0.0,2022-12-04 08:28:22,0.0,0.0,2.0,0.0,0.0,"(-33.89579, 18.95803)",0.0,0.0,0.0,-0.116334505965587,1.0,0.9312,0.90345024
12/4/2022,8:28:24,-33.89579,18.95803,0.37,151.62,2,9,0.182,0.324,0.944,0.0,0.0,100.0,2.777777777777778e-05,1.1092050499569004,0.0,2022-12-04 08:28:24,0.0,0.0,1.0,0.0,0.0,"(-33.89579, 18.95803)",0.0,0.0,0.0,-0.0193890843275978,1.0,0.9312,0.90345024
12/4/2022,8:28:25,-33.89578,18.95803,0.39,151.62,2,9,0.204,0.316,0.956,0.0,0.0,200.0,5.555555555555556e-05,1.4442693416119925,0.0,2022-12-04 08:28:25,0.0,0.0,2.0,0.0,0.0,"(-33.89578, 18.95803)",0.0,0.0,0.0,5.019768477972236,1.0,0.9312,0.90345024
12/4/2022,8:28:27,-33.89577,18.95802,0.41,151.62,2,9,0.218,0.318,0.948,0.0,0.0,200.0,5.555555555555556e-05,1.8499493958236115,0.0,2022-12-04 08:28:27,0.0,0.0,2.0,0.3972222222222222,0.1986111111111111,"(-33.89577, 18.95802)",629.6296485260771,0.0,0.0,14.427875066802466,1.0,0.9312,0.90345024
12/4/2022,8:28:29,-33.89577,18.958,1.43,151.62,2,9,0.288,0.28,0.92,1432.713399538546,0.0,100.0,0.000425753722094,2.4035226976305,0.0,2022-12-04 08:28:29,0.3972222222222222,0.0,1.0,0.6361111111111113,0.6361111111111113,"(-33.89577, 18.958)",1398.409284648062,1.4186507936507935,167.21594294363882,26.600709633385737,0.6990360748823448,0.6509423929304394,0.6315443096211123
12/4/2022,8:28:30,-33.89579,18.95799,3.72,226.14,2,9,0.372,0.328,0.784,5444.430791427159,0.0,100.0,0.0015401196642853,4.332807415125151,0.0,2022-12-04 08:28:30,1.0333333333333334,0.0,1.0,1.0194444444444442,1.0194444444444442,"(-33.89579, 18.95799)",2612.849616718185,3.690476190476191,434.9953201051304,45.08779451229535,0.8384898792977602,0.7808017756020742,0.7575338826891324
12/4/2022,8:28:31,-33.89582,18.95796,7.39,223.52,2,9,0.3,0.352,0.88,35874.77040813586,0.0,200.0,0.0100207695578155,7.848513086743326,0.0254852924922755,2022-12-04 08:28:31,2.0527777777777776,0.0,2.0,3.1388888888888897,1.5694444444444449,"(-33.89582, 18.95796)",3566.464054877052,7.331349206349205,864.143928918525,56.535075712921525,0.8896867811667036,0.8284763306224343,0.8037877359698858
12/4/2022,8:28:33,-33.89587,18.9579,18.69,225.29,2,9,0.226,0.282,0.928,29293.444060429607,0.0,100.0,0.0081648455723415,5.777074249448119,0.0,2022-12-04 08:28:33,5.191666666666667,0.0,1.0,1.0999999999999988,1.0999999999999988,"(-33.89587, 18.9579)",2845.7822853917305,18.541666666666668,2185.500680850776,60.96983244692434,0.9248440847398546,0.8612148117097526,0.8355506103208019
12/4/2022,8:28:34,-33.89591,18.95786,22.65,217.43,2,9,0.312,0.308,0.952,66630.09921597283,0.0,200.0,0.0185639164488813,17.134006541523352,-0.0175099343934197,2022-12-04 08:28:34,6.291666666666666,0.0,2.0,2.377777777777778,1.188888888888889,"(-33.89591, 18.95786)",3657.773856787292,22.47023809523809,2648.560215156237,65.44270524015654,0.9313235583115572,0.8672484974997221,0.8414044922742304
12/4/2022,8:28:36,-33.89604,18.95776,31.21,211.89,2,9,0.386,0.272,0.996,64234.98131728777,0.0,100.0,0.017870828143691,9.543953983226642,0.0,2022-12-04 08:28:36,8.669444444444444,0.0,1.0,1.4972222222222218,1.4972222222222218,"(-33.89604, 18.95776)",4063.2494120661095,30.962301587301585,3649.517188301376,61.94699249688293,0.9347613349391024,0.8704497550952922,0.8445103523934525
12/4/2022,8:28:37,-33.89611,18.9577,36.6,212.25,2,9,0.268,0.256,0.8,86836.77151945437,0.0,100.0,0.0241491031998484,10.473874402091964,0.0381995507662666,2022-12-04 08:28:37,10.166666666666666,0.0,1.0,1.3777777777777782,1.3777777777777782,"(-33.89611, 18.9577)",2480.455879624021,36.3095238095238,4279.792665550476,44.848801752907136,0.92041673920934,0.8570920675517372,0.8315507239386954
12/4/2022,8:28:38,-33.89619,18.95764,41.56,212.8,2,9,0.42,0.28,0.972,90992.14182286484,0.0,100.0,0.0253033727285735,13.347284595027917,0.0449681174174819,2022-12-04 08:28:38,11.544444444444444,0.0,1.0,1.1527777777777786,1.1527777777777786,"(-33.89619, 18.95764)",1532.4321877545617,41.23015873015873,4859.7864256906505,18.588278592394087,0.8058485019633178,0.7504061250282414,0.7280440225023997
12/4/2022,8:28:39,-33.89629,18.95756,45.71,212.71,2,9,0.12,0.32,0.984,43196.0608940716,0.0,100.0,0.0120266835816865,13.410110575357235,0.0298326651700966,2022-12-04 08:28:39,12.697222222222225,0.0,1.0,0.2611111111111093,0.2611111111111093,"(-33.89629, 18.95756)",-851.4970407011896,45.34722222222222,5345.063462904706,-16.19727913854635,1.0,0.9312,0.90345024
