Date,Time,Latitude,Longitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration,Propultion Work (J),Braking Work (J),Offload Work (J),Energy Consumption (kWh),Displacement (m),Slope Angle (rad),DateTime,Velocity,ElevChange,DeltaT,DeltaV,Acceleration,Coordinates,Total Resistive Force,Wheel_Omega,Motor_rpm_gear_SG,Motor_torque_gear_SG,Motor_efficiency_gear_SG,Drivetrain_efficiency_gear_SG,Powertrain_efficiency_gear_SG
11/4/2022,17:14:54,-33.89157,18.95935,23.04,206.66,2,8,0.24,0.092,0.84,89054.31799794655,0.0,200.0,0.0247928661105407,15.832367322259865,0.0568762333991609,2022-11-04 17:14:54,6.4,0.8999999999999773,2.0,1.686111111111111,0.8430555555555554,"(-33.89157, 18.95935)",263.469274989737,22.85714285714285,2694.164563231775,2.4401882928458183,0.4017147705214994,0.3740767943096202,0.3629293058391935
11/4/2022,17:14:56,-33.8917,18.95928,29.11,202.52,2,8,0.308,0.094,1.004,44275.65383546049,0.0,100.0,0.0123265705098501,9.61883201333646,0.0311938765542978,2022-11-04 17:14:56,8.08611111111111,0.3000000000000113,1.0,0.7472222222222236,0.7472222222222236,"(-33.8917, 18.95928)",730.620025172155,28.87896825396825,3403.95531404848,12.522634200902525,0.7766417808906558,0.7232088263653786,0.7016572033396903
11/4/2022,17:14:57,-33.89178,18.95924,31.8,200.39,2,8,0.256,0.14,1.108,37083.94086913584,0.0,100.0,0.0103288724636488,9.614151328074866,0.0,2022-11-04 17:14:57,8.833333333333334,0.0,1.0,0.7555555555555564,0.7555555555555564,"(-33.89178, 18.95924)",1709.558129120184,31.547619047619047,3718.508381543857,13.426240778663406,0.78938041109078,0.7350710388077343,0.7131659218512638
11/4/2022,17:14:58,-33.89186,18.9592,34.52,198.97,2,8,0.272,0.26,0.968,73798.01342176991,0.0,200.0,0.0205550037282694,22.66315714174156,0.0176507080671124,2022-11-04 17:14:58,9.58888888888889,0.4000000000000057,2.0,0.99722222222222,0.49861111111111,"(-33.89186, 18.9592)",337.6264104988509,34.24603174603175,4036.5694758142745,-0.7629187678592024,1.0,0.9312,0.90345024
11/4/2022,17:15:00,-33.89205,18.95911,38.11,195.44,2,8,0.132,0.148,1.234,8316.035812557397,0.0,200.0,0.0023655655034881,20.73141977050091,0.0289456197271456,2022-11-04 17:15:00,10.58611111111111,0.5999999999999943,2.0,-0.8277777777777757,-0.4138888888888878,"(-33.89205, 18.95911)",-2921.3602555094203,37.80753968253968,4456.363346560892,-55.5704662035886,1.0,0.9312,0.90345024
11/4/2022,17:15:02,-33.89223,18.95905,35.13,193.41,2,8,0.064,0.078,0.954,0.0,-6450.593170894936,100.0,-0.0017640536585819,11.24526725946475,0.0,2022-11-04 17:15:02,9.758333333333336,0.0,1.0,-0.4777777777777796,-0.4777777777777796,"(-33.89223, 18.95905)",-2215.219124495709,34.851190476190474,4107.899353573449,-42.138164664619865,1.0,0.9312,0.90345024
11/4/2022,17:15:03,-33.89233,18.95903,33.41,193.48,2,8,0.092,0.18,0.956,0.0,-1345.6005645086148,100.0,-0.0003460001568079,9.297430905448282,0.0,2022-11-04 17:15:03,9.280555555555557,0.0,1.0,-0.2722222222222221,-0.2722222222222221,"(-33.89233, 18.95903)",-1555.6883475116665,33.144841269841265,3906.772485137744,-29.592490886968207,1.0,0.9312,0.90345024
11/4/2022,17:15:04,-33.89241,18.959,32.43,191.78,2,8,0.084,0.108,0.932,2495.896989881468,0.0,100.0,0.0007210824971892,9.064435261583869,0.0,2022-11-04 17:15:04,9.008333333333333,0.0,1.0,-0.1500000000000003,-0.1500000000000003,"(-33.89241, 18.959)",-1163.9077048009194,32.172619047619044,3792.1769438197257,-22.13999237230579,1.0,0.9312,0.90345024
11/4/2022,17:15:05,-33.89249,18.95898,31.89,191.77,2,8,0.664,0.152,1.472,0.0,-26592.697616664856,200.0,-0.007331304893518,16.9037290208911,-0.0651204145147276,2022-11-04 17:15:05,8.858333333333333,-1.0999999999999943,2.0,-0.3333333333333321,-0.166666666666666,"(-33.89249, 18.95898)",797.7861673494518,31.63690476190476,3729.03246186898,10.908274842762854,0.7534479997265418,0.7016107773453556,0.680702776180464
11/4/2022,17:15:07,-33.89264,18.95895,30.69,192.98,2,8,0.256,0.11,1.114,10898.159115475191,0.0,200.0,0.0030828219765208,19.253491347575725,-0.0623667808893404,2022-11-04 17:15:07,8.525,-1.200000000000017,2.0,1.094444444444445,0.5472222222222225,"(-33.89264, 18.95895)",2980.9270289484352,30.44642857142857,3588.711390867326,31.19636543036748,0.8925878248736396,0.8311777825223332,0.8064086846031677
11/4/2022,17:15:09,-33.89281,18.95891,34.63,192.48,2,8,0.168,0.12,0.944,0.0,-4033.913025454312,100.0,-0.0010927536181817,10.170528699603388,-0.0590282563403361,2022-11-04 17:15:09,9.619444444444444,-0.5999999999999943,1.0,0.1972222222222228,0.1972222222222228,"(-33.89281, 18.95891)",1751.0533311688723,34.35515873015873,4049.4322406560927,30.527500033458736,0.8919695819330842,0.8306020746960879,0.8058501328701445
11/4/2022,17:15:10,-33.8929,18.95889,35.34,191.76,2,8,0.068,0.124,0.928,0.0,-8796.314666102364,100.0,-0.0024156429628062,10.17052849021342,-0.0590282575570182,2022-11-04 17:15:10,9.816666666666668,-0.5999999999999943,1.0,0.008333333333331,0.008333333333331,"(-33.8929, 18.95889)",1148.921522927776,35.05952380952381,4132.455540998739,21.11465783491826,0.8542216331027886,0.7954511847453167,0.7717467394399062
11/4/2022,17:15:11,-33.89299,18.95887,35.37,190.93,2,8,0.092,0.108,0.988,0.0,-6602.639227411375,200.0,-0.0017785108965031,20.325564529093786,-0.0442936950557553,2022-11-04 17:15:11,9.825,-0.9000000000000057,2.0,0.1694444444444443,0.0847222222222221,"(-33.89299, 18.95887)",935.766124165757,35.08928571428571,4135.96356777378,4.656386804378162,0.5689505731586955,0.5298067737253772,0.5140185318683609
11/4/2022,17:15:13,-33.89317,18.95883,35.98,191.71,2,8,0.128,0.082,1.064,0.0,-21246.8992182246,200.0,-0.0058463608939512,19.42182990493477,-0.0257470716900578,2022-11-04 17:15:13,9.994444444444444,-0.5,2.0,-0.7694444444444439,-0.3847222222222219,"(-33.89317, 18.95883)",-1128.52108255437,35.69444444444444,4207.293445532954,-21.46686378711933,1.0,0.9312,0.90345024
11/4/2022,17:15:15,-33.89334,18.95878,33.21,192.05,2,8,0.204,0.096,1.084,66097.57266996022,0.0,200.0,0.0184159924083222,19.28255134644703,0.0830720848566387,2022-11-04 17:15:15,9.225,1.5999999999999943,2.0,-0.4027777777777768,-0.2013888888888884,"(-33.89334, 18.95878)",-3892.213060485204,32.94642857142857,3883.3856399708006,-74.0381450479967,1.0,0.9312,0.90345024
11/4/2022,17:15:17,-33.89351,18.95874,31.76,192.15,2,8,0.236,0.1,1.068,43860.06729362305,0.0,100.0,0.0122111298037841,9.35104483701834,0.1071448076800555,2022-11-04 17:15:17,8.822222222222223,1.0,1.0,-0.1138888888888889,-0.1138888888888889,"(-33.89351, 18.95874)",-4347.612516232372,31.507936507936503,3713.831012510468,-82.70080827722508,1.0,0.9312,0.90345024
11/4/2022,17:15:18,-33.89359,18.95871,31.35,192.4,2,8,0.06,0.06,0.524,41203.31143558028,0.0,100.0,0.0114731420654389,8.044184117264436,0.1246358488302313,2022-11-04 17:15:18,8.708333333333334,1.0,1.0,-0.3388888888888903,-0.3388888888888903,"(-33.89359, 18.95871)",-5594.785413522688,31.101190476190474,3665.887979918237,-106.4246811574008,1.0,0.9312,0.90345024
11/4/2022,17:15:19,-33.89366,18.95869,30.13,191.38,2,8,0.288,0.1,0.912,103611.76948896542,0.0,200.0,0.0288366026358237,17.16144753996786,0.1168057125119297,2022-11-04 17:15:19,8.369444444444444,2.0,2.0,0.1500000000000003,0.0750000000000001,"(-33.89366, 18.95869)",-4038.054024218763,29.89087301587301,3523.228224399886,-76.81234940398816,1.0,0.9312,0.90345024
11/4/2022,17:15:21,-33.89381,18.95865,30.67,192.31,2,8,0.362,0.092,1.028,100285.16160508413,0.0,200.0,0.0279125448903011,18.471496295579023,0.1193858233652856,2022-11-04 17:15:21,8.519444444444444,2.200000000000017,2.0,-0.041666666666666,-0.020833333333333,"(-33.89381, 18.95865)",-4423.04368189496,30.426587301587297,3586.3727063506312,-84.13566898440588,1.0,0.9312,0.90345024
11/4/2022,17:15:23,-33.89397,18.9586,30.52,192.66,2,8,0.39,0.174,1.176,65129.78923860671,0.0,100.0,0.0181193858996129,9.340876224025548,0.0965004081823368,2022-11-04 17:15:23,8.477777777777778,0.9000000000000057,1.0,0.6166666666666671,0.6166666666666671,"(-33.89397, 18.9586)",-1699.9120436038602,30.27777777777777,3568.832572475425,-32.33593138333737,1.0,0.9312,0.90345024
11/4/2022,17:15:24,-33.89405,18.95857,32.74,191.93,2,8,0.352,0.132,0.948,68596.19258480836,0.0,100.0,0.0190822757180023,10.065920733544482,0.0895301579029931,2022-11-04 17:15:24,9.094444444444443,0.8999999999999773,1.0,0.6499999999999986,0.6499999999999986,"(-33.89405, 18.95857)",-1389.5748572326702,32.48015873015873,3828.426553828486,-26.43266009235798,1.0,0.9312,0.90345024
11/4/2022,17:15:25,-33.89414,18.95856,35.08,189.61,2,8,0.328,0.116,0.88,91422.17593539944,0.0,100.0,0.025422826648722,11.461850125204768,0.0698535545625313,2022-11-04 17:15:25,9.744444444444444,0.8000000000000114,1.0,1.263888888888891,1.263888888888891,"(-33.89414, 18.95856)",1151.0660542682851,34.8015873015873,4102.052642281713,-1.6526014859739415,1.0,0.9312,0.90345024
11/4/2022,17:15:26,-33.89424,18.95853,39.63,191.6,2,8,0.388,0.128,1.02,124908.60699311018,0.0,200.0,0.0347523908314195,23.992284019926704,0.0625609013430003,2022-11-04 17:15:26,11.008333333333336,1.5,2.0,0.9472222222222212,0.4736111111111105,"(-33.89424, 18.95853)",-1152.4214730197757,39.31547619047619,4634.103369829655,-21.92149988963548,1.0,0.9312,0.90345024
11/4/2022,17:15:28,-33.89445,18.95847,43.04,191.71,2,8,0.244,0.162,0.962,95830.48860428271,0.0,200.0,0.0266751357234118,26.13597299652792,0.0459298766008771,2022-11-04 17:15:28,11.955555555555556,1.1999999999999886,2.0,0.4944444444444436,0.2472222222222218,"(-33.89445, 18.95847)",-1376.3645941240916,42.698412698412696,5032.849079926025,-26.181372878385883,1.0,0.9312,0.90345024
11/4/2022,17:15:30,-33.89468,18.95841,44.82,192.56,2,7,0.274,0.166,0.914,49248.97965664982,0.0,100.0,0.0137080499046249,12.519224256594526,0.0319563001871077,2022-11-04 17:15:30,12.45,0.4000000000000057,1.0,0.3694444444444436,0.3694444444444436,"(-33.89468, 18.95841)",-568.2245260615117,44.46428571428571,5240.992001911812,-10.80883528897231,1.0,0.9312,0.90345024
11/4/2022,17:15:31,-33.89479,18.95838,46.15,192.09,2,7,0.26,0.156,0.864,67533.47128363978,0.0,100.0,0.0187870753565666,14.685607338737142,0.0136191972365593,2022-11-04 17:15:31,12.819444444444445,0.200000000000017,1.0,0.8500000000000014,0.8500000000000014,"(-33.89479, 18.95838)",1513.3521852463916,45.78373015873015,5396.51452227198,8.846498404674668,0.5860368523605538,0.5457175169181476,0.5294551349139869
11/4/2022,17:15:32,-33.89492,18.95835,49.21,192.87,2,8,0.24,0.064,0.88,50897.95947876935,0.0,100.0,0.0141660998552137,13.815130063195648,0.0,2022-11-04 17:15:32,13.669444444444444,0.0,1.0,0.6222222222222236,0.6222222222222236,"(-33.89492, 18.95835)",1192.5228329232584,48.81944444444444,5754.3332533262,10.042151551620774,0.5612431724154299,0.5226296421532483,0.5070552788170815
11/4/2022,17:15:33,-33.89504,18.95831,51.45,193.95,2,8,0.3,0.064,0.976,105158.48358932044,0.0,200.0,0.0292662454414778,30.29234031079928,0.0198082826366627,2022-11-04 17:15:33,14.291666666666668,0.5999999999999943,2.0,0.8277777777777757,0.4138888888888878,"(-33.89504, 18.95831)",-94.95547423034527,51.04166666666666,6016.2659191959565,-1.8062544534217289,1.0,0.9312,0.90345024
11/4/2022,17:15:35,-33.8953,18.95821,54.43,196.99,2,7,0.322,0.086,1.06,77812.50817187579,0.0,100.0,0.0216423633810766,15.146167376294391,0.0198082862716759,2022-11-04 17:15:35,15.119444444444444,0.3000000000000113,1.0,0.7472222222222218,0.7472222222222218,"(-33.8953, 18.95821)",940.6588062864262,53.998015873015866,6364.729912183399,-0.5153967189947044,1.0,0.9312,0.90345024
11/4/2022,17:15:36,-33.89543,18.95816,57.12,198.08,2,7,0.3,0.036,1.048,132953.64096385773,0.0,100.0,0.0369593447121827,18.27109418293504,0.0821893911130749,2022-11-04 17:15:36,15.866666666666664,1.5,1.0,0.8777777777777782,0.8777777777777782,"(-33.89543, 18.95816)",-588.418042450825,56.66666666666666,6679.282979678776,-11.192958786896831,1.0,0.9312,0.90345024
11/4/2022,17:15:37,-33.89558,18.95808,60.28,201.06,2,8,0.236,0.128,0.936,91008.17650886154,0.0,100.0,0.025307826808017,17.23087265502165,0.0580679936047154,2022-11-04 17:15:37,16.744444444444444,1.0,1.0,0.4277777777777771,0.4277777777777771,"(-33.89558, 18.95808)",-1297.3156892080176,59.80158730158729,7048.7951333164665,-24.67769509993148,1.0,0.9312,0.90345024
11/4/2022,17:15:38,-33.89572,18.958,61.82,203.09,2,8,0.104,0.08,0.776,46298.56209437605,0.0,100.0,0.01288848947066,17.62661700082187,0.0283699973551956,2022-11-04 17:15:38,17.17222222222222,0.5,1.0,0.0833333333333321,0.0833333333333321,"(-33.89572, 18.958)",-1485.8102378967626,61.32936507936507,7228.873841101924,-28.26326107992802,1.0,0.9312,0.90345024
11/4/2022,17:15:39,-33.89586,18.95791,62.12,206.05,2,8,0.1,-0.024,0.996,20649.428706918457,0.0,200.0,0.005791507974144,34.727899391452134,-0.0143981434156478,2022-11-04 17:15:39,17.255555555555553,-0.5,2.0,0.0361111111111149,0.0180555555555574,"(-33.89586, 18.95791)",-373.9566220776165,61.62698412698411,7263.954108852336,-7.113447850049088,1.0,0.9312,0.90345024
11/4/2022,17:15:41,-33.89613,18.95772,62.25,210.29,2,8,0.084,0.158,0.922,2140.7444501060418,0.0,100.0,0.0006224290139183,17.145662880443613,0.0408380015803459,2022-11-04 17:15:41,17.291666666666668,0.6999999999999886,1.0,-0.6333333333333364,-0.6333333333333364,"(-33.89613, 18.95772)",-4146.109701000987,61.75595238095238,7279.155558210852,-78.86779748623279,1.0,0.9312,0.90345024
11/4/2022,17:15:42,-33.89626,18.95762,59.97,211.36,2,8,0.028,0.144,0.72,0.0,-4492.240350014576,200.0,-0.0011922889861151,31.414598037083064,0.0318377131165607,2022-11-04 17:15:42,16.65833333333333,1.0,2.0,-1.2444444444444418,-0.6222222222222209,"(-33.89626, 18.95762)",-3814.5089599876346,59.494047619047606,7012.5455233077055,-72.56004830096354,1.0,0.9312,0.90345024
11/4/2022,17:15:44,-33.8965,18.95744,55.49,211.72,2,8,0.13,0.158,0.914,0.0,-10126.206205884751,100.0,-0.0027850572794124,14.807125458741288,0.0270173078216424,2022-11-04 17:15:44,15.41388888888889,0.4000000000000057,1.0,-0.7722222222222239,-0.7722222222222239,"(-33.8965, 18.95744)",-4106.6261146914585,55.04960317460317,6488.680191568195,-78.11673595779848,1.0,0.9312,0.90345024
11/4/2022,17:15:45,-33.89662,18.95737,52.71,209.4,2,8,-0.144,-0.032,0.168,6641.455283336838,0.0,100.0,0.0018726264675935,14.096716408140614,0.0283792115439651,2022-11-04 17:15:45,14.641666666666666,0.4000000000000057,1.0,-0.4166666666666661,-0.4166666666666661,"(-33.89662, 18.95737)",-3001.3807838491466,52.29166666666666,6163.603043747693,-57.09262631968857,1.0,0.9312,0.90345024
11/4/2022,17:15:46,-33.89674,18.95732,51.21,205.24,2,8,0.364,0.088,0.94,6259.208540607382,0.0,100.0,0.0017664468168353,14.091038302970308,0.0,2022-11-04 17:15:46,14.225,0.0,1.0,-0.1388888888888892,-0.1388888888888892,"(-33.89674, 18.95732)",-1233.7587325597406,50.80357142857142,5988.201704995625,-23.468707025021786,1.0,0.9312,0.90345024
11/4/2022,17:15:47,-33.89686,18.95727,50.71,200.25,2,8,0.3,0.144,1.028,83223.90830183377,0.0,200.0,0.0231733078616204,29.78712475380479,0.0302189956294596,2022-11-04 17:15:47,14.08611111111111,0.9000000000000057,2.0,0.2916666666666661,0.145833333333333,"(-33.89686, 18.95727)",-1261.121870359766,50.30753968253968,5929.734592078269,-23.9892119238862,1.0,0.9312,0.90345024
11/4/2022,17:15:49,-33.89712,18.95719,51.76,194.17,2,8,0.3,0.126,0.924,84626.68723613415,0.0,200.0,0.0235629686767039,30.643060174235025,0.0130538973011745,2022-11-04 17:15:49,14.377777777777776,0.4000000000000057,2.0,0.6194444444444454,0.3097222222222227,"(-33.89712, 18.95719)",-218.69762864066072,51.34920634920634,6052.515529204717,-4.160092600103362,1.0,0.9312,0.90345024
11/4/2022,17:15:51,-33.89739,18.95712,53.99,192.18,2,8,0.276,0.072,0.902,34080.180794779066,0.0,100.0,0.0094944946652164,15.779919412335532,-0.025351387351796,2022-11-04 17:15:51,14.997222222222222,-0.4000000000000057,1.0,0.5277777777777786,0.5277777777777786,"(-33.89739, 18.95712)",1643.6303388839958,53.56150793650793,6313.278852816125,13.033441482811966,0.5459855920474959,0.5084217833146281,0.4932708141718521
11/4/2022,17:15:52,-33.89753,18.95709,55.89,192.09,2,8,0.264,0.124,0.904,37978.40638491027,0.0,100.0,0.0105773351069195,15.966359445523114,-0.0187906113541217,2022-11-04 17:15:52,15.525,-0.3000000000000113,1.0,0.4999999999999982,0.4999999999999982,"(-33.89753, 18.95709)",1338.826997885828,55.44642857142857,6535.453881902081,12.646937473421437,0.5099019301070714,0.4748206773157049,0.4606710211316968
11/4/2022,17:15:53,-33.89767,18.95705,57.69,191.95,2,8,0.284,0.088,0.956,150858.38097664222,0.0,200.0,0.0419606613824006,33.91215589212842,0.0265422724931905,2022-11-04 17:15:53,16.025,0.9000000000000057,2.0,1.147222222222222,0.5736111111111111,"(-33.89767, 18.95705)",157.89501023822146,57.23214285714285,6745.9354884045615,-1.262955030915142,1.0,0.9312,0.90345024
11/4/2022,17:15:55,-33.89797,18.95698,61.82,191.08,2,8,0.318,0.094,1.08,116614.76248814852,0.0,100.0,0.032420767357819,17.110356288735048,0.0877788861244823,2022-11-04 17:15:55,17.17222222222222,1.5,1.0,0.4472222222222228,0.4472222222222228,"(-33.89797, 18.95698)",-2162.5516244537557,61.32936507936507,7228.873841101924,-41.13631714321633,1.0,0.9312,0.90345024
11/4/2022,17:15:56,-33.89812,18.95694,63.43,191.29,2,8,0.232,0.192,1.028,132557.75058761338,0.0,100.0,0.0368493751632259,18.10955522049456,0.1273487138515862,2022-11-04 17:15:56,17.619444444444444,2.300000000000012,1.0,0.2277777777777778,0.2277777777777778,"(-33.89812, 18.95694)",-4084.7113526239136,62.92658730158729,7417.137944695812,-77.69987071752641,1.0,0.9312,0.90345024
11/4/2022,17:15:57,-33.89828,18.95691,64.25,189.96,2,8,0.172,0.076,0.952,42726.810853407245,0.0,100.0,0.0118963363481686,17.990719215349493,0.0556128768073192,2022-11-04 17:15:57,17.84722222222222,1.0,1.0,-0.2583333333333328,-0.2583333333333328,"(-33.89828, 18.95691)",-3429.8134297175475,63.74007936507935,7513.024009880276,-65.24232364744674,1.0,0.9312,0.90345024
11/4/2022,17:15:58,-33.89844,18.95688,63.32,188.74,2,8,0.156,0.108,0.944,0.0,-12211.453111196572,200.0,-0.0033365147531101,33.484946158553505,0.0149326380902378,2022-11-04 17:15:58,17.58888888888889,0.5,2.0,-1.094444444444445,-0.5472222222222225,"(-33.89844, 18.95688)",-3082.3767339886567,62.81746031746031,7404.275179853994,-58.63334102660182,1.0,0.9312,0.90345024
11/4/2022,17:16:00,-33.89874,18.95684,59.38,186.09,2,8,-0.004,0.162,1.062,0.0,-57720.97632058679,100.0,-0.0160058267557185,14.537848262542813,0.0,2022-11-04 17:16:00,16.494444444444444,0.0,1.0,-1.6361111111111093,-1.6361111111111093,"(-33.89874, 18.95684)",-6040.6381099614,58.90873015873015,6943.554330065226,-114.905744782642,1.0,0.9312,0.90345024
11/4/2022,17:16:01,-33.89887,18.95682,53.49,184.84,2,8,-0.044,0.2,1.076,0.0,-87575.1232643852,200.0,-0.0242708675734403,22.36793409716544,0.031299909349177,2022-11-04 17:16:01,14.858333333333334,0.6999999999999886,2.0,-3.427777777777779,-1.7138888888888897,"(-33.89887, 18.95682)",-7209.488166245786,53.06547619047619,6254.81173989877,-137.13975115940352,1.0,0.9312,0.90345024
